Event,Number of Outcomes,Outcomes,Bookmakers,Odds,Recommended Stakes,Total Probability,Profit Margin (%),Guaranteed Profit
O'Shaquie Foster vs Raymond Ford,2,"o'shaquie foster, raymond ford","Bally Bet, FanDuel","-137, 138","0.5791, 0.4209",0.998227,0.177286,0.001776
